text	dimension	label_text	label	paradigmatic
Der Prinz aber tanzte mit Aschenputtel und ward ihm königliche Ehre angethan.	None	None	0	0
Er gedachte auch bei sich: ich soll mir eine Braut aussuchen, da weiß ich mir keine als diese.	None	None	0	0
Für so lange Zeit in Asche und Traurigkeit lebte Aschenputtel nun in Pracht und Freude; als aber Mitternacht kam, eh' es zwölf geschlagen, stand es auf, neigte sich und wie der Prinz bat und bat, so wollte es nicht länger bleiben.	None	None	0	0
Da führte es der Prinz hinab, unten stand der Wagen und wartete, und so fuhr es fort in Pracht wie es gekommen war.Als Aschenputtel zu Haus war, ging es wieder zu dem Bäumlein auf der Mutter Grab:»Bäumlein rüttel dich und schüttel dich!nimm die Kleider wieder für dich!«Da nahm der Baum die Kleider wieder, und Aschenputtel hatte sein altes Aschenkleid an, damit ging es zurück, machte sich das Gesicht staubig und legte sich in die Asche schlafen.Am Morgen darauf kamen die Schwestern, sahen verdrießlich aus und schwiegen still.	None	None	0	0
Aschenputtel sagte: »ihr habt wohl gestern Abend viel Freude gehabt« – »Nein, es war eine Prinzessin da, mit der hat der Prinz fast immer getanzt, es hat sie aber niemand gekannt und niemand gewußt, woher sie gekommen ist.« – »Ist es vielleicht die gewesen, die in den prächtigen Wagen mit den sechs Rappen gefahren ist?« sagte Aschenputtel.	None	None	0	0
– »Woher weißt du das?« – »Ich stand in der Hausthüre, da sah ich sie vorbeifahren,« – »In Zukunft bleib bei deiner Arbeit, sagte die älteste und sah Aschenputtel böse an, was brauchst du in der Hausthüre zu stehen.«Aschenputtel mußte zum drittenmal die zwei Schwestern putzen, und zum Lohn gaben sie ihm eine Schüssel mit Erbsen, die sollte sie rein lesen; »und daß du dich nicht unterstehst von der Arbeit wegzugehen,« rief die älteste noch nach.	None	None	0	0
Aschenputtel gedachte: wenn nur meine Tauben nicht ausbleiben, und das Herz schlug ihm ein wenig.	None	None	0	0
Die Tauben aber kamen wie an dem vorigen Abend und sagten: »Aschenputtel, sollen wir dir die Erbsen lesen?« – »Ja,die schlechten ins Kröpfchen,die guten ins Töpfchen.«Die Tauben pickten wieder die bösen heraus, und waren bald damit fertig, dann sagten sie: »Aschenputtel, schüttele das Bäumlein, das wird dir noch schönere Kleider herunter werfen, geh auf den Ball, aber hüte dich, daß du vor Mitternacht wieder kommst.« Aschenputtel ging hin:»Bäumlein rüttel dich und schüttel dich,wirf schöne Kleider herab für mich.«Da fiel ein Kleid herab noch viel herrlicher und prächtiger als das vorige, ganz von Gold und Edelgesteinen, dabei goldgezwickelte Strümpfe und goldene Pantoffel; und als Aschenputtel damit angekleidet war, da glänzte es recht, wie die Sonne am Mittag.	None	None	0	0
Vor der Thüre hielt ein Wagen mit sechs Schimmeln, die hatten hohe weiße Federbüsche auf dem Kopf, und die Bedienten waren in Roth und Gold gekleidet.	None	None	0	0
Als Aschenputtel ankam, stand schon der Prinz auf der Treppe und führte sie in den Saal.	None	None	0	0
Und waren gestern alle über ihre Schönheit erstaunt, so erstaunten sie heute noch mehr und die Schwestern standen in der Ecke und waren blaß vor Neid, und hätten sie gewußt, daß das Aschenputtel war, das zu Haus in der Asche lag, sie wären gestorben vor Neid.Der Prinz aber wollte wissen, wer die fremde Prinzessin sey, woher sie gekommen und wohin sie fahre, und hatte Leute auf die Straße gestellt, die sollten Acht darauf haben, und damit sie nicht so schnell fortlaufen könne, hatte er die Treppe ganz mit Pech bestreichen lassen.	None	None	0	0
Aschenputtel tanzte und tanzte mit dem Prinzen, war in Freuden und gedachte nicht an Mitternacht.	None	None	0	0
Auf einmal, wie es mitten im Tanzen war, hörte es den Glockenschlag, da fiel ihm ein, wie die Tauben es gewarnt, erschrak und eilte zur Thüre hinaus und flog recht die Treppe hinunter.	None	None	0	0
Weil die aber mit Pech bestrichen war, blieb einer von den goldenen Pantoffeln festhängen, und in der Angst dacht es nicht daran, ihn mitzunehmen.	None	None	0	0
Und wie es den letzten Schritt von der Treppe that, da hatt' es zwölf ausgeschlagen, da war Wagen und Pferde verschwunden und Aschenputtel stand in seinen Aschenkleidern auf der dunkeln Straße.	None	None	0	0
Der Prinz war ihm nachgeeilt, auf der Treppe fand er den goldenen Pantoffel, riß ihn los und hob ihn auf, wie er aber unten hinkam, war alles verschwunden; die Leute auch, die zur Wache ausgestellt waren, kamen und sagten, daß sie nichts gesehen hätten.Aschenputtel war froh, daß es nicht schlimmer gekommen war, und ging nach Haus, da steckte es sein trübes Oel-Lämpchen an, hängte es in den Schornstein und legte sich in die Asche.	None	None	0	0
Es währte nicht lange, so kamen die beiden Schwestern auch und riefen: »Aschenputtel, steh auf und leucht uns.« Aschenputtel gähnte und that als wacht es aus dem Schlaf.	None	None	0	0
Bei dem Leuchten aber hörte es, wie die eine sagte: »Gott weiß, wer die verwünschte Prinzessin ist, daß sie in der Erde begraben läg!	None	None	0	0
der Prinz hat nur mit ihr getanzt und als sie weg war, hat er gar nicht mehr bleiben wollen und das ganze Fest hat ein Ende gehabt.« – »Es war recht, als wären alle Lichter auf einmal ausgeblasen worden,« sagte die andere.	None	None	0	0
Aschenputtel wußte wohl wer die fremde Prinzessin war, aber es sagte kein Wörtchen.Der Prinz aber gedachte, ist dir alles andere fehlgeschlagen, so wird dir der Pantoffel die Braut finden helfen, und ließ bekannt machen, welcher der goldene Pantoffel passe, die solle seine Gemahlin werden.	None	None	0	0
Aber allen war er viel zu klein, ja manche hätten ihren Fuß nicht hineingebracht, und wären die zwei Pantoffel ein einziger gewesen.	None	None	0	0
Endlich kam die Reihe auch an die beiden Schwestern, die Probe zu machen; sie waren froh, denn sie hatten kleine schöne Füße und glaubten, uns kann es nicht fehlschlagen, wär der Prinz nur gleich zu uns gekommen.	None	None	0	0
»Hört, sagte die Mutter heimlich, da habt ihr ein Messer, und wenn euch der Pantoffel doch noch zu eng ist, so schneidet euch ein Stück vom Fuß ab, es thut ein bischen weh, was schadet das aber, es vergeht bald und eine von euch wird Königin.« Da ging die älteste in ihre Kammer und probirte den Pantoffel an, die Fußspitze kam hinein, aber die Ferse war zu groß, da nahm sie das Messer und schnitt sich ein Stück von der Ferse, bis sie den Fuß in den Pantoffel hineinzwängte.	None	None	0	0
So ging sie heraus zu dem Prinzen, und wie der sah, daß sie den Pantoffel anhatte, sagte er, das sey die Braut, führte sie zum Wagen und wollte mit ihr fortfahren.	None	None	0	0
Wie er aber ans Thor kam, saßen oben die Tauben und riefen:»Rucke di guck, rucke di guck!Blut ist im Schuck: (Schuh)Der Schuck ist zu klein,Die rechte Braut sitzt noch daheim!«Der Prinz bückte sich und sah auf den Pantoffel, da quoll das Blut heraus, und da merkte er, daß er betrogen war, und führte die falsche Braut zurück.	None	None	0	0
Die Mutter aber sagte zur zweiten Tochter: »nimm du den Pantoffel, und wenn er dir zu kurz ist, so schneide lieber vorne an den Zehen ab.« Da nahm sie den Pantoffel in ihre Kammer, und als der Fuß zu groß war, da biß sie die Zähne zusammen und schnitt ein groß Stück von den Zehen ab, und drückte den Pantoffel geschwind an.	None	None	0	0
Wie sie damit hervortrat, meinte er, das wäre die rechte und wollte mit ihr fortfahren.	None	None	0	0
Als er aber in das Thor kam, riefen die Tauben wieder:»Rucke di guck, rucke di guck!Blut ist im Schuck:Der Schuck ist zu klein,Die rechte Braut sitzt noch daheim!«Der Prinz sah nieder, da waren die weißen Strümpfe der Braut roth gefärbt und das Blut war hoch herauf gedrungen.	None	None	0	0
Da brachte sie der Prinz der Mutter wieder und sagte: »das ist auch nicht die rechte Braut; aber ist nicht noch eine Tochter im Haus.« »Nein, sagte die Mutter, nur ein garstiges Aschenputtel ist noch da, das sitzt unten in der Asche, dem kann der Pantoffel nicht passen.« Sie wollte es auch nicht rufen lassen, bis es der Prinz durchaus verlangte.	None	None	0	0
Da ward Aschenputtel gerufen und wie es hörte, daß der Prinz da sey, wusch es sich geschwind Gesicht und Hände frisch und rein; und wie es in die Stube trat, neigte es sich, der Prinz aber reichte ihr den goldenen Pantoffel und sagte: »probier ihn an!	None	None	0	0
und wenn er dir paßt, wirst du meine Gemahlin.« Da streift es den schweren Schuh von dem linken Fuß ab, setzt ihn auf den goldenen Pantoffel und drückte ein klein wenig, da stand es darin, als wär er ihm angegossen.	None	None	0	0
Und als es sich aufbückte, sah ihm der Prinz ins Gesicht, da erkannte er die schöne Prinzessin wieder und rief: »das ist die rechte Braut.« Die Stiefmutter und die zwei stolzen Schwestern erschracken und wurden bleich, aber der Prinz führte Aschenputtel fort und hob es in den Wagen, und als sie durchs Thor fuhren, da riefen die Tauben:»Rucke di guck, rucke di guck!Kein Blut im Schuck:Der Schuck ist nicht zu klein,Die rechte Braut, die führt er heim!«	None	None	0	0
da schien die Sonne und waren viel tausend Blumen	Natürlich-Kulturell	natürlich	6	1
"Frau Holle

Eine Wittwe hatte zwei Töchter, davon war die eine schön und fleißig, die andere häßlich und faul."	None	None	0	0
Sie hatte aber die häßliche und faule viel lieber, und die andere mußte alle Arbeit thun und war recht der Aschenputtel im Haus.	None	None	0	0
Einmal war das Mädchen hingegangen, Wasser zu holen, und wie es sich bückte den Eimer aus dem Brunnen zu ziehen, bückte es sich zu tief und fiel hinein.	None	None	0	0
Und als es erwachte und wieder zu sich selber kam, war es auf einer schönen Wiese,	None	None	0	0
Auf der Wiese gieng es fort und kam zu einem Backofen, der war voller Brot; das Brot aber rief: »ach!	None	None	0	0
zieh mich 'raus, zieh mich 'raus, sonst verbrenn' ich, ich bin schon längst ausgebacken!« da trat es fleißig herzu und holte alles heraus.	None	None	0	0
Darnach ging es weiter und kam zu einem Baum, der hing voll Aepfel und rief ihm zu: »ach!	None	None	0	0
schüttel mich!	None	None	0	0
schüttel mich!	None	None	0	0
wir Aepfel sind allemiteinander reif!« Da schüttelt' es den Baum, daß die Aepfel fielen, als regenten sie, solang bis keiner mehr oben war, darnach ging es wieder fort.	None	None	0	0
Endlich kam es zu einem kleinen Haus, daraus guckte eine alte Frau, weil sie aber so große Zähne hatte, ward ihm Angst und es wollte fortlaufen.	None	None	0	0
Die alte Frau aber rief ihm nach: »fürcht dich nicht, liebes Kind, bleib bei mir, wenn du alle Arbeit im Haus ordentlich thun willst, so soll dirs gut gehn: nur mußt du recht darauf Acht geben daß du mein Bett gut machst, und es fleißig aufschüttelst, daß die Federn fliegen, dann schneit es in der Welt; ich bin die Frau Holle.« Weil die Alte so gut sprach, willigte das Mädchen ein und begab sich in ihren Dienst.	None	None	0	0
Es besorgte auch alles nach ihrer Zufriedenheit und schüttelte ihr das Bett immer gewaltig auf, dafür hatte es auch ein gutes Leben bei ihr, kein böses Wort und alle Tage Gesottenes und Gebratenes.	None	None	0	0
Nun war es eine Zeitlang bei der Frau Holle, da ward es traurig in seinem Herzen und ob es hier gleich viel tausendmal besser war, als zu Haus, so hatte es doch ein Verlangen dahin; endlich sagte es zu ihr: »ich habe den Jammer nach Haus kriegt, und wenn es mir auch noch so gut hier geht, so kann ich doch nicht länger bleiben.« Die Frau Holle sagte: »du hast Recht und weil du mir so treu gedient hast, so will ich dich selbst wieder hinaufbringen.« Sie nahm es darauf bei der Hand und führte es vor ein großes Thor.	None	None	0	0
Das ward aufgethan und wie das Mädchen darunter stand, fiel ein gewaltiger Goldregen, und alles Gold blieb an ihm hängen, so daß es über und über davon bedeckt war.	None	None	0	0
»Das sollst du haben, weil du so fleißig gewesen bist,« sprach die Frau Holle.	None	None	0	0
Darauf ward das Thor verschlossen und es war oben auf der Welt da ging es heim zu seiner Mutter und weil es so mit Gold bedeckt ankam, ward es gut aufgenommen.Als die Mutter hörte, wie es zu dem Reichthum gekommen, wollte sie der andern schönen und faulen Tochter gern dasselbe Glück verschaffen, und sie mußte sich auch in den Brunnen stürzen.	None	None	0	0
Sie erwachte, wie die andere auf der schönen Wiese und ging auf demselben Pfad weiter.	None	None	0	0
Als sie zu dem Backofen gelangte, schrie das Brod wieder: »ach!	None	None	0	1
zieh mich 'raus, zieh mich 'raus, sonst verbrenn ich, ich bin schon längst ausgebacken!« die Faule aber antwortete: »da hätt' ich Lust, mich schmutzig zu machen!« und ging fort.	None	None	0	0
Bald kam sie zu dem Apfelbaum, der rief: »ach!	None	None	0	0
schüttel mich!	None	None	0	0
schüttel mich!	None	None	0	0
wir Aepfel sind alle mit einander reif« sie antwortete aber: »du kommst mir recht, es könnt mir einer auf den Kopf fallen!« ging damit weiter.	None	None	0	0
Als sie vor der Frau Holle Haus kam, fürchtete sie sich nicht, weil sie von ihren großen Zähnen schon gehört hatte, und verdingte sich gleich zu ihr.	None	None	0	0
Am ersten Tag that sie sich Gewalt an und war fleißig und folgte der Frau Holle, wenn sie ihr etwas sagte, denn sie gedachte an das viele Gold, daß sie ihr schenken würde; am zweiten Tag aber fing sie schon an zu faullenzen, am dritten noch mehr, da wollte sie Morgens gar nicht aufstehen, sie machte auch der Frau Holle das Bett schlecht und schüttelte es nicht recht, daß die Federn aufflogen.	None	None	0	0
Das ward die Frau Holle bald müd und sagte der Faulen den Dienst auf.	None	None	0	0
Die war es wohl zufrieden und meinte nun werde der Goldregen kommen, die Frau Holle führte sie auch hin zu dem Thor als sie aber darunter stand, ward statt des Golds ein großer Kessel voll Pech ausgeschüttet.	None	None	0	0
»Das ist zur Belohnung deiner Dienste« sagte die Frau Holle und schloß das Thor zu.	None	None	0	0
Da kam die Faule heim, ganz mit Pech bedeckt, und das hat ihr Lebtag nicht wieder abgehen wollen.	None	None	0	0
In seinem Äußern erinnert wenig an die Zeit, da er noch Streitroß Alexanders von Mazedonien war. Wer allerdings mit den Umständen vertraut ist, bemerkt einiges	Traditionell-Modern	traditionell	3	0
der heutigen Gesellschaftsordnung	Traditionell-Modern	neuartig	5	1
"Der neue Advokat
Wir haben einen neuen Advokaten, den Dr. Bucephalus."	None	None	0	0
Doch sah ich letzthin auf der Freitreppe selbst einen ganz einfältigen Gerichtsdiener mit dem Fachblick des kleinen Stammgastes der Wettrennen den Advokaten bestaunen, als dieser, hoch die Schenkel hebend, mit auf dem Marmor aufklingendem Schritt von Stufe zu Stufe stieg.	None	None	0	0
Im allgemeinen billigt das Barreau die Aufnahme des Bucephalus.	None	None	0	0
Mit erstaunlicher Einsicht sagt man sich, daß Bucephalus bei	None	None	0	0
 in einer schwierigen Lage ist und daß er deshalb, sowie auch wegen seiner weltgeschichtlichen Bedeutung, jedenfalls Entgegenkommen verdient.	None	None	0	0
Heute – das kann niemand leugnen – gibt es keinen großen Alexander.	None	None	0	0
Zu morden verstehen zwar manche; auch an der Geschicklichkeit, mit der Lanze über den Bankettisch hinweg den Freund zu treffen, fehlt es nicht; und vielen ist Mazedonien zu eng, so daß sie Philipp, den Vater, verfluchen – aber niemand, niemand kann nach Indien führen.	None	None	0	0
Schon damals waren Indiens Tore unerreichbar, aber ihre Richtung war durch das Königsschwert bezeichnet.	None	None	0	0
Heute sind die Tore ganz anderswohin und weiter und höher vertragen; niemand zeigt die Richtung; viele halten Schwerter, aber nur, um mit ihnen zu fuchteln, und der Blick, der ihnen folgen will, verwirrt sich.	None	None	0	0
